region,date,confirm
Alberta,2021-07-29,233
British Columbia,2021-07-29,202
Manitoba,2021-07-29,46
New Brunswick,2021-07-29,4
Newfoundland and Labrador,2021-07-29,0
Northwest Territories,2021-07-29,0
Nova Scotia,2021-07-29,1
Nunavut,2021-07-29,0
Ontario,2021-07-29,218
Prince Edward Island,2021-07-29,0
Quebec,2021-07-29,138
Repatriated Travellers,2021-07-29,0
Saskatchewan,2021-07-29,52
Yukon,2021-07-29,0
Alberta,2021-07-30,187
British Columbia,2021-07-30,243
Manitoba,2021-07-30,46
New Brunswick,2021-07-30,7
Newfoundland and Labrador,2021-07-30,0
Northwest Territories,2021-07-30,0
Nova Scotia,2021-07-30,1
Nunavut,2021-07-30,0
Ontario,2021-07-30,226
Prince Edward Island,2021-07-30,0
Quebec,2021-07-30,125
Repatriated Travellers,2021-07-30,0
Saskatchewan,2021-07-30,58
Yukon,2021-07-30,14
Alberta,2021-07-31,240
British Columbia,2021-07-31,160
Manitoba,2021-07-31,27
New Brunswick,2021-07-31,0
Newfoundland and Labrador,2021-07-31,0
Northwest Territories,2021-07-31,0
Nova Scotia,2021-07-31,0
Nunavut,2021-07-31,0
Ontario,2021-07-31,258
Prince Edward Island,2021-07-31,0
Quebec,2021-07-31,0
Repatriated Travellers,2021-07-31,0
Saskatchewan,2021-07-31,84
Yukon,2021-07-31,0
Alberta,2021-08-01,230
British Columbia,2021-08-01,196
Manitoba,2021-08-01,34
New Brunswick,2021-08-01,18
Newfoundland and Labrador,2021-08-01,0
Northwest Territories,2021-08-01,0
Nova Scotia,2021-08-01,0
Nunavut,2021-08-01,0
Ontario,2021-08-01,218
Prince Edward Island,2021-08-01,0
Quebec,2021-08-01,347
Repatriated Travellers,2021-08-01,0
Saskatchewan,2021-08-01,43
Yukon,2021-08-01,0
Alberta,2021-08-02,147
British Columbia,2021-08-02,185
Manitoba,2021-08-02,15
New Brunswick,2021-08-02,0
Newfoundland and Labrador,2021-08-02,3
Northwest Territories,2021-08-02,0
Nova Scotia,2021-08-02,0
Nunavut,2021-08-02,0
Ontario,2021-08-02,168
Prince Edward Island,2021-08-02,0
Quebec,2021-08-02,154
Repatriated Travellers,2021-08-02,0
Saskatchewan,2021-08-02,29
Yukon,2021-08-02,0
Alberta,2021-08-03,126
British Columbia,2021-08-03,201
Manitoba,2021-08-03,22
New Brunswick,2021-08-03,11
Newfoundland and Labrador,2021-08-03,0
Northwest Territories,2021-08-03,1
Nova Scotia,2021-08-03,6
Nunavut,2021-08-03,0
Ontario,2021-08-03,164
Prince Edward Island,2021-08-03,0
Quebec,2021-08-03,175
Repatriated Travellers,2021-08-03,0
Saskatchewan,2021-08-03,24
Yukon,2021-08-03,7
Alberta,2021-08-04,206
British Columbia,2021-08-04,342
Manitoba,2021-08-04,11
New Brunswick,2021-08-04,2
Newfoundland and Labrador,2021-08-04,1
Northwest Territories,2021-08-04,0
Nova Scotia,2021-08-04,2
Nunavut,2021-08-04,0
Ontario,2021-08-04,139
Prince Edward Island,2021-08-04,3
Quebec,2021-08-04,184
Repatriated Travellers,2021-08-04,0
Saskatchewan,2021-08-04,61
Yukon,2021-08-04,7
Alberta,2021-08-05,397
British Columbia,2021-08-05,402
Manitoba,2021-08-05,37
New Brunswick,2021-08-05,12
Newfoundland and Labrador,2021-08-05,0
Northwest Territories,2021-08-05,0
Nova Scotia,2021-08-05,4
Nunavut,2021-08-05,0
Ontario,2021-08-05,213
